06, 2, Achro 06: Remove old top magnet halves
07, 2, Achro 07: Remove old top magnet halves
08, 2, Achro 08: Remove old top magnet halves
06, 2, Achro 06: Install local supports for vac chambers (U1-U5)
07, 2, Achro 07: Install local supports for vac chambers (U1-U5)
08, 2, Achro 08: Install local supports for vac chambers (U1-U5)
06, 4, Achro 06: Remove old bottom magnet blocks
07, 4, Achro 07: Remove old bottom magnet blocks
08, 4, Achro 08: Remove old bottom magnet blocks
06, 2, Achro 06: Mount new bottom-blocks (in the lowered position)
07, 2, Achro 07: Mount new bottom-blocks (in the lowered position)
06, 1, Achro 06: WAITING
06, 4, Achro 06: Raise lower magnet blocks while bending the vac chamber
07, 4, Achro 07: Raise lower magnet blocks while bending the vac chamber
08, 2, Achro 08: Mount new bottom-blocks (in the lowered position)
06, 1, Achro 06: Preloading lower magnet halves
07, 1, Achro 07: Preloading lower magnet halves
08, 1, Achro 08: WAITING
08, 4, Achro 08: Raise lower magnet blocks while bending the vac chamber
08, 1, Achro 08: Preloading lower magnet halves
06, 4, Achro 06: WAITING
06, 4, Achro 06: Close magnet blocks (possibly requiring another alignment step)
07, 4, Achro 07: Close magnet blocks (possibly requiring another alignment step)
08, 4, Achro 08: Close magnet blocks (possibly requiring another alignment step)
06, 2, Achro 06: Measure/correct block shapes
07, 2, Achro 07: Measure/correct block shapes
09, 2, Achro 09: Measure/correct block shapes
08, 2, Achro 08: Measure/correct block shapes
10, 2, Achro 10: Measure/correct block shapes
19, 2, Achro 19: Measure/correct block shapes
19, 2, Achro 19: WAITING
